nom_reg_rbd_a,depe,zona,cod_ense2,categoria_asistencia,estudiantes,tasa_asistencia_promedio
AYP,Particular Subvencionado,Urbano,2,Inasistencia Grave,4275,0.768955175237356
AYP,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,3280,0.8769692465263267
AYP,Particular Subvencionado,Urbano,3,Asistencia esperada,36,0.957340811464084
AYP,Particular Subvencionado,Urbano,3,Inasistencia Crítica,54,0.0666678261734751
AYP,Particular Subvencionado,Urbano,3,Inasistencia Grave,32,0.6996079026959716
AYP,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,21,0.8747547720282863
AYP,Particular Subvencionado,Urbano,4,Asistencia esperada,1445,0.9644992334986743
AYP,Particular Subvencionado,Urbano,4,Inasistencia Crítica,149,0.22894012235923117
AYP,Particular Subvencionado,Urbano,4,Inasistencia Grave,475,0.7488032694328591
AYP,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,277,0.878262503353728
AYP,Particular Subvencionado,Urbano,5,Asistencia esperada,3671,0.9540396740314644
AYP,Particular Subvencionado,Urbano,5,Inasistencia Crítica,193,0.25572628443646317
AYP,Particular Subvencionado,Urbano,5,Inasistencia Grave,1593,0.7629878384882212
AYP,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,1199,0.8763778892785578
AYP,Particular Subvencionado,Urbano,6,Asistencia esperada,206,0.9757685259032775
AYP,Particular Subvencionado,Urbano,6,Inasistencia Crítica,111,0.21976807384723387
AYP,Particular Subvencionado,Urbano,6,Inasistencia Grave,99,0.6793608506337422
AYP,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,50,0.8781514863886372
AYP,Particular Subvencionado,Urbano,7,Asistencia esperada,980,0.962686701890259
AYP,Particular Subvencionado,Urbano,7,Inasistencia Crítica,59,0.21919080305345712
AYP,Particular Subvencionado,Urbano,7,Inasistencia Grave,227,0.7455555623289039
AYP,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,145,0.8760407280267778
AYP,SLEP,Rural,1,Asistencia esperada,178,0.9478154529153572
AYP,SLEP,Rural,1,Inasistencia Crítica,19,0.16722655299695188
AYP,SLEP,Rural,1,Inasistencia Grave,144,0.7585663651731541
AYP,SLEP,Rural,1,Inasistencia Reiterada,55,0.8751863909610318
AYP,SLEP,Rural,2,Asistencia esperada,1597,0.9601944306872982
AYP,SLEP,Rural,2,Inasistencia Crítica,47,0.10821276062771769
AYP,SLEP,Rural,2,Inasistencia Grave,190,0.7842939964407724
AYP,SLEP,Rural,2,Inasistencia Reiterada,266,0.8780078147100159
AYP,SLEP,Rural,3,Asistencia esperada,498,0.9868303475937652
AYP,SLEP,Rural,3,Inasistencia Crítica,76,0.27505012383031385
AYP,SLEP,Rural,3,Inasistencia Grave,93,0.7553548127621478
AYP,SLEP,Rural,3,Inasistencia Reiterada,14,0.8821012022563288
AYP,SLEP,Rural,6,Asistencia esperada,7,0.9908424908424909
AYP,SLEP,Rural,6,Inasistencia Crítica,1,0.4720496894409938
AYP,SLEP,Rural,6,Inasistencia Grave,4,0.5706077592298132
AYP,SLEP,Rural,7,Asistencia esperada,213,0.955384006741896
AYP,SLEP,Rural,7,Inasistencia Crítica,13,0.18133552721788015
AYP,SLEP,Rural,7,Inasistencia Grave,62,0.7595057339777395
AYP,SLEP,Rural,7,Inasistencia Reiterada,52,0.8781642236905394
AYP,SLEP,Urbano,1,Asistencia esperada,425,0.9446943786146287
AYP,SLEP,Urbano,1,Inasistencia Crítica,104,0.22209162349132658
AYP,SLEP,Urbano,1,Inasistencia Grave,622,0.7374139117218019
AYP,SLEP,Urbano,1,Inasistencia Reiterada,242,0.8749791638830287
AYP,SLEP,Urbano,2,Asistencia esperada,4291,0.9505998047137055
AYP,SLEP,Urbano,2,Inasistencia Crítica,306,0.21442104444793744
AYP,SLEP,Urbano,2,Inasistencia Grave,2342,0.7607279188633451
AYP,SLEP,Urbano,2,Inasistencia Reiterada,1439,0.8760911282364783
AYP,SLEP,Urbano,3,Asistencia esperada,8,0.9671052631578947
AYP,SLEP,Urbano,3,Inasistencia Crítica,42,0.23855443390146794
AYP,SLEP,Urbano,3,Inasistencia Grave,87,0.6731549621953707
AYP,SLEP,Urbano,3,Inasistencia Reiterada,11,0.8929425837320575
AYP,SLEP,Urbano,4,Asistencia esperada,61,0.944344519265241
AYP,SLEP,Urbano,4,Inasistencia Crítica,27,0.27062289871691153
AYP,SLEP,Urbano,4,Inasistencia Grave,132,0.7298151222915311
AYP,SLEP,Urbano,4,Inasistencia Reiterada,39,0.8720671246710242
AYP,SLEP,Urbano,5,Asistencia esperada,1452,0.95383070097759
AYP,SLEP,Urbano,5,Inasistencia Crítica,87,0.24084699869627849
AYP,SLEP,Urbano,5,Inasistencia Grave,587,0.7620573999141154
AYP,SLEP,Urbano,5,Inasistencia Reiterada,397,0.8764981223157267
AYP,SLEP,Urbano,6,Asistencia esperada,26,0.9213569713872113
AYP,SLEP,Urbano,6,Inasistencia Crítica,97,0.1971597839431535
AYP,SLEP,Urbano,6,Inasistencia Grave,131,0.6976345275025319
AYP,SLEP,Urbano,6,Inasistencia Reiterada,34,0.8745446099041583
AYP,SLEP,Urbano,7,Asistencia esperada,1349,0.9524503354300512
AYP,SLEP,Urbano,7,Inasistencia Crítica,177,0.27050315479842785
AYP,SLEP,Urbano,7,Inasistencia Grave,945,0.7488629423446412
AYP,SLEP,Urbano,7,Inasistencia Reiterada,431,0.8761082475418696
AYP,SLEP,Urbano,8,Asistencia esperada,108,0.9597166987815478
AYP,SLEP,Urbano,8,Inasistencia Crítica,127,0.14404895865189105
AYP,SLEP,Urbano,8,Inasistencia Grave,73,0.7344925224375173
AYP,SLEP,Urbano,8,Inasistencia Reiterada,23,0.8797447503267987
AYSEN,Corporación Admin Delegada,Urbano,7,Asistencia esperada,65,0.9332057809832865
AYSEN,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,19,0.25138061508416043
AYSEN,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,94,0.7584117483256613
AYSEN,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,72,0.8748883935247627
AYSEN,Particular Subvencionado,Rural,2,Asistencia esperada,1,0.9588235294117647
AYSEN,Particular Subvencionado,Urbano,1,Asistencia esperada,394,0.948878551619297
AYSEN,Particular Subvencionado,Urbano,1,Inasistencia Crítica,52,0.3502227835970044
AYSEN,Particular Subvencionado,Urbano,1,Inasistencia Grave,548,0.7384560887576099
AYSEN,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,189,0.8753855167945439
AYSEN,Particular Subvencionado,Urbano,2,Asistencia esperada,3674,0.9473915577277157
AYSEN,Particular Subvencionado,Urbano,2,Inasistencia Crítica,77,0.3028148074488003
AYSEN,Particular Subvencionado,Urbano,2,Inasistencia Grave,1626,0.7764205181559546
AYSEN,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,1386,0.8768409176353396
AYSEN,Particular Subvencionado,Urbano,3,Asistencia esperada,99,0.9665471343870741
AYSEN,Particular Subvencionado,Urbano,3,Inasistencia Crítica,33,0.291505024998584
AYSEN,Particular Subvencionado,Urbano,3,Inasistencia Grave,39,0.7344483454559809
AYSEN,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,16,0.8787604715339669
AYSEN,Particular Subvencionado,Urbano,4,Asistencia esperada,161,0.9661714142701251
AYSEN,Particular Subvencionado,Urbano,4,Inasistencia Crítica,10,0.25864399558651924
AYSEN,Particular Subvencionado,Urbano,4,Inasistencia Grave,91,0.7457744094128089
AYSEN,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,42,0.8785262397809144
AYSEN,Particular Subvencionado,Urbano,5,Asistencia esperada,1824,0.9485005103752511
AYSEN,Particular Subvencionado,Urbano,5,Inasistencia Crítica,88,0.33679096524347857
AYSEN,Particular Subvencionado,Urbano,5,Inasistencia Grave,774,0.7650026207666141
AYSEN,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,643,0.87764883463382
AYSEN,Particular Subvencionado,Urbano,6,Asistencia esperada,430,0.9713944017866303
AYSEN,Particular Subvencionado,Urbano,6,Inasistencia Crítica,151,0.29085619817854746
AYSEN,Particular Subvencionado,Urbano,6,Inasistencia Grave,281,0.6780579844123324
AYSEN,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,65,0.8743315753449075
AYSEN,Particular Subvencionado,Urbano,7,Asistencia esperada,307,0.9632303699411076
AYSEN,Particular Subvencionado,Urbano,7,Inasistencia Crítica,16,0.26795800705247425
AYSEN,Particular Subvencionado,Urbano,7,Inasistencia Grave,44,0.7330336742651435
AYSEN,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,34,0.879634681090067
AYSEN,Particular Subvencionado,Urbano,8,Asistencia esperada,77,0.9681366080036485
AYSEN,Particular Subvencionado,Urbano,8,Inasistencia Crítica,4,0.30391649413388544
AYSEN,Particular Subvencionado,Urbano,8,Inasistencia Grave,32,0.7733144321001766
AYSEN,Particular Subvencionado,Urbano,8,Inasistencia Reiterada,14,0.8750390965852979
AYSEN,SLEP,Rural,1,Asistencia esperada,83,0.9380950327767887
AYSEN,SLEP,Rural,1,Inasistencia Crítica,49,0.33065165659242673
AYSEN,SLEP,Rural,1,Inasistencia Grave,249,0.7187335289714775
AYSEN,SLEP,Rural,1,Inasistencia Reiterada,58,0.8776180363158835
AYSEN,SLEP,Rural,2,Asistencia esperada,966,0.9430217541308884
AYSEN,SLEP,Rural,2,Inasistencia Crítica,38,0.16420379827625478
AYSEN,SLEP,Rural,2,Inasistencia Grave,669,0.7755004116372594
AYSEN,SLEP,Rural,2,Inasistencia Reiterada,566,0.8760933408131422
AYSEN,SLEP,Rural,5,Asistencia esperada,316,0.9398532275778438
AYSEN,SLEP,Rural,5,Inasistencia Crítica,28,0.2748944269445579
AYSEN,SLEP,Rural,5,Inasistencia Grave,220,0.7686407604880842
AYSEN,SLEP,Rural,5,Inasistencia Reiterada,163,0.8744107426211919
AYSEN,SLEP,Rural,6,Asistencia esperada,3,0.9406879414910309
AYSEN,SLEP,Rural,6,Inasistencia Crítica,25,0.2923313570386169
AYSEN,SLEP,Rural,6,Inasistencia Grave,28,0.729864254612316
AYSEN,SLEP,Rural,6,Inasistencia Reiterada,4,0.8833545396045396
AYSEN,SLEP,Rural,7,Asistencia esperada,15,0.9331074553300631
AYSEN,SLEP,Rural,7,Inasistencia Crítica,4,0.2545069910709585
AYSEN,SLEP,Rural,7,Inasistencia Grave,19,0.7535973391274193
AYSEN,SLEP,Rural,7,Inasistencia Reiterada,6,0.8713961294797139
AYSEN,SLEP,Urbano,1,Asistencia esperada,156,0.9435669393914182
AYSEN,SLEP,Urbano,1,Inasistencia Crítica,38,0.2877485241355396
AYSEN,SLEP,Urbano,1,Inasistencia Grave,218,0.7312432054890546
AYSEN,SLEP,Urbano,1,Inasistencia Reiterada,60,0.8762878983421878
AYSEN,SLEP,Urbano,2,Asistencia esperada,1513,0.9442619289692472
AYSEN,SLEP,Urbano,2,Inasistencia Crítica,70,0.29827315162283435
AYSEN,SLEP,Urbano,2,Inasistencia Grave,1077,0.7561635640293466
AYSEN,SLEP,Urbano,2,Inasistencia Reiterada,672,0.876678685229474
AYSEN,SLEP,Urbano,3,Inasistencia Crítica,14,0.13997685286611156
AYSEN,SLEP,Urbano,3,Inasistencia Grave,16,0.7144886790614953
AYSEN,SLEP,Urbano,4,Asistencia esperada,78,0.9440735210320917
AYSEN,SLEP,Urbano,4,Inasistencia Crítica,21,0.26891148094068185
AYSEN,SLEP,Urbano,4,Inasistencia Grave,106,0.728443153474083
AYSEN,SLEP,Urbano,4,Inasistencia Reiterada,39,0.8760891234569581
AYSEN,SLEP,Urbano,5,Asistencia esperada,390,0.9417873742892183
AYSEN,SLEP,Urbano,5,Inasistencia Crítica,51,0.3170727134675602
AYSEN,SLEP,Urbano,5,Inasistencia Grave,382,0.7584260649068523
AYSEN,SLEP,Urbano,5,Inasistencia Reiterada,216,0.8745337989963253
AYSEN,SLEP,Urbano,6,Asistencia esperada,20,0.956749787020357
AYSEN,SLEP,Urbano,6,Inasistencia Crítica,106,0.18044975087888043
AYSEN,SLEP,Urbano,6,Inasistencia Grave,119,0.6939489690434997
AYSEN,SLEP,Urbano,6,Inasistencia Reiterada,9,0.8776646102220335
AYSEN,SLEP,Urbano,7,Asistencia esperada,164,0.9457152061363056
AYSEN,SLEP,Urbano,7,Inasistencia Crítica,35,0.24428583553595357
AYSEN,SLEP,Urbano,7,Inasistencia Grave,190,0.7391884204500262
AYSEN,SLEP,Urbano,7,Inasistencia Reiterada,109,0.8751326585650631
AYSEN,SLEP,Urbano,8,Asistencia esperada,2,0.9233874585090158
AYSEN,SLEP,Urbano,8,Inasistencia Crítica,3,0.035334367402615974
AYSEN,SLEP,Urbano,8,Inasistencia Grave,8,0.769227789633296
AYSEN,SLEP,Urbano,8,Inasistencia Reiterada,5,0.8774122441656307
BBIO,Corporación Admin Delegada,Urbano,5,Asistencia esperada,272,0.9360400503124299
BBIO,Corporación Admin Delegada,Urbano,5,Inasistencia Crítica,150,0.29793091349334694
BBIO,Corporación Admin Delegada,Urbano,5,Inasistencia Grave,687,0.7458873938022964
BBIO,Corporación Admin Delegada,Urbano,5,Inasistencia Reiterada,353,0.87293071452295
BBIO,Corporación Admin Delegada,Urbano,7,Asistencia esperada,1339,0.9453447140784433
BBIO,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,110,0.287011404070567
BBIO,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,822,0.7590593814464296
BBIO,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,570,0.8764009123646077
BBIO,Municipal,Rural,1,Asistencia esperada,989,0.9507843838988016
BBIO,Municipal,Rural,1,Inasistencia Crítica,104,0.3121450343689689
BBIO,Municipal,Rural,1,Inasistencia Grave,819,0.7431068724476101
BBIO,Municipal,Rural,1,Inasistencia Reiterada,317,0.8759497422610747
BBIO,Municipal,Rural,2,Asistencia esperada,8172,0.9500478109796423
BBIO,Municipal,Rural,2,Inasistencia Crítica,118,0.32499651252055073
BBIO,Municipal,Rural,2,Inasistencia Grave,2564,0.7752233655247078
BBIO,Municipal,Rural,2,Inasistencia Reiterada,2372,0.8770988764888166
BBIO,Municipal,Rural,4,Asistencia esperada,36,0.9652428000959655
BBIO,Municipal,Rural,4,Inasistencia Crítica,8,0.2505345608738581
BBIO,Municipal,Rural,4,Inasistencia Grave,10,0.7555232793093819
BBIO,Municipal,Rural,4,Inasistencia Reiterada,10,0.8701234600758265
BBIO,Municipal,Rural,5,Asistencia esperada,578,0.9515208833525672
BBIO,Municipal,Rural,5,Inasistencia Crítica,57,0.25052814934730105
BBIO,Municipal,Rural,5,Inasistencia Grave,328,0.744909180387867
BBIO,Municipal,Rural,5,Inasistencia Reiterada,207,0.8776887911149245
BBIO,Municipal,Rural,7,Asistencia esperada,48,0.9491877098322402
BBIO,Municipal,Rural,7,Inasistencia Crítica,10,0.1772507026092328
BBIO,Municipal,Rural,7,Inasistencia Grave,58,0.7630265779533008
BBIO,Municipal,Rural,7,Inasistencia Reiterada,32,0.8779376853383488
BBIO,Municipal,Urbano,1,Asistencia esperada,2278,0.9444112046127413
BBIO,Municipal,Urbano,1,Inasistencia Crítica,341,0.3102969287821388
BBIO,Municipal,Urbano,1,Inasistencia Grave,2651,0.7354493678010964
BBIO,Municipal,Urbano,1,Inasistencia Reiterada,1177,0.8766718539211992
BBIO,Municipal,Urbano,2,Asistencia esperada,23245,0.9431989038054434
BBIO,Municipal,Urbano,2,Inasistencia Crítica,860,0.3055376253352506
BBIO,Municipal,Urbano,2,Inasistencia Grave,14813,0.7642497580541041
BBIO,Municipal,Urbano,2,Inasistencia Reiterada,10727,0.8769848234128176
BBIO,Municipal,Urbano,3,Asistencia esperada,140,0.9407716064116004
BBIO,Municipal,Urbano,3,Inasistencia Crítica,113,0.19606170922503138
BBIO,Municipal,Urbano,3,Inasistencia Grave,105,0.7257870088737817
BBIO,Municipal,Urbano,3,Inasistencia Reiterada,39,0.8757283240530374
BBIO,Municipal,Urbano,4,Asistencia esperada,462,0.9490067711770862
BBIO,Municipal,Urbano,4,Inasistencia Crítica,111,0.2572211009565529
BBIO,Municipal,Urbano,4,Inasistencia Grave,283,0.726861914815612
BBIO,Municipal,Urbano,4,Inasistencia Reiterada,107,0.8773044092678465
BBIO,Municipal,Urbano,5,Asistencia esperada,9163,0.9428082665283538
BBIO,Municipal,Urbano,5,Inasistencia Crítica,736,0.2790917965272935
BBIO,Municipal,Urbano,5,Inasistencia Grave,6733,0.7607745468147644
BBIO,Municipal,Urbano,5,Inasistencia Reiterada,4102,0.8773408942980003
BBIO,Municipal,Urbano,6,Asistencia esperada,500,0.9353105965140169
BBIO,Municipal,Urbano,6,Inasistencia Crítica,662,0.18376517143278112
BBIO,Municipal,Urbano,6,Inasistencia Grave,649,0.7167031394296579
BBIO,Municipal,Urbano,6,Inasistencia Reiterada,224,0.8774408949484717
BBIO,Municipal,Urbano,7,Asistencia esperada,4484,0.9377095255350503
BBIO,Municipal,Urbano,7,Inasistencia Crítica,628,0.2596807677942459
BBIO,Municipal,Urbano,7,Inasistencia Grave,3653,0.7603033538314387
BBIO,Municipal,Urbano,7,Inasistencia Reiterada,2430,0.8763110342685346
BBIO,Municipal,Urbano,8,Asistencia esperada,131,0.9473327188969115
BBIO,Municipal,Urbano,8,Inasistencia Crítica,52,0.24496135451419804
BBIO,Municipal,Urbano,8,Inasistencia Grave,63,0.7163591139379176
BBIO,Municipal,Urbano,8,Inasistencia Reiterada,24,0.8760292537834352
BBIO,Particular Subvencionado,Rural,1,Asistencia esperada,358,0.9668510410772072
BBIO,Particular Subvencionado,Rural,1,Inasistencia Crítica,6,0.15157616595859194
BBIO,Particular Subvencionado,Rural,1,Inasistencia Grave,190,0.7386184198814347
BBIO,Particular Subvencionado,Rural,1,Inasistencia Reiterada,72,0.8786948172569956
BBIO,Particular Subvencionado,Rural,2,Asistencia esperada,3246,0.9646257360664446
BBIO,Particular Subvencionado,Rural,2,Inasistencia Crítica,40,0.31389824909566416
BBIO,Particular Subvencionado,Rural,2,Inasistencia Grave,779,0.7793342769547364
BBIO,Particular Subvencionado,Rural,2,Inasistencia Reiterada,629,0.8778423954244479
BBIO,Particular Subvencionado,Rural,4,Asistencia esperada,205,0.9761336325028543
BBIO,Particular Subvencionado,Rural,4,Inasistencia Crítica,14,0.2742459329202952
BBIO,Particular Subvencionado,Rural,4,Inasistencia Grave,32,0.7633819718692227
BBIO,Particular Subvencionado,Rural,4,Inasistencia Reiterada,21,0.8756004954600867
BBIO,Particular Subvencionado,Rural,5,Asistencia esperada,348,0.9563475284231249
BBIO,Particular Subvencionado,Rural,5,Inasistencia Crítica,17,0.24062642214632723
BBIO,Particular Subvencionado,Rural,5,Inasistencia Grave,167,0.7752446714215646
BBIO,Particular Subvencionado,Rural,5,Inasistencia Reiterada,132,0.876098953793549
BBIO,Particular Subvencionado,Rural,7,Asistencia esperada,410,0.959239118462692
BBIO,Particular Subvencionado,Rural,7,Inasistencia Crítica,43,0.2557745673421748
BBIO,Particular Subvencionado,Rural,7,Inasistencia Grave,349,0.7717627080897241
BBIO,Particular Subvencionado,Rural,7,Inasistencia Reiterada,168,0.8748295036676833
BBIO,Particular Subvencionado,Urbano,1,Asistencia esperada,5127,0.9508652182349165
BBIO,Particular Subvencionado,Urbano,1,Inasistencia Crítica,437,0.33818689304468
BBIO,Particular Subvencionado,Urbano,1,Inasistencia Grave,5685,0.7471151579476022
BBIO,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,2351,0.8756133319639079
BBIO,Particular Subvencionado,Urbano,2,Asistencia esperada,50338,0.9504583248979529
BBIO,Particular Subvencionado,Urbano,2,Inasistencia Crítica,908,0.27694137209841546
BBIO,Particular Subvencionado,Urbano,2,Inasistencia Grave,19008,0.7741968244585745
BBIO,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,16731,0.8770382727995809
BBIO,Particular Subvencionado,Urbano,3,Asistencia esperada,176,0.9639524901672271
BBIO,Particular Subvencionado,Urbano,3,Inasistencia Crítica,72,0.2203885797153178
BBIO,Particular Subvencionado,Urbano,3,Inasistencia Grave,61,0.7475132418227923
BBIO,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,48,0.8751656701720348
BBIO,Particular Subvencionado,Urbano,4,Asistencia esperada,15205,0.9797216180090743
BBIO,Particular Subvencionado,Urbano,4,Inasistencia Crítica,860,0.23102084744063386
BBIO,Particular Subvencionado,Urbano,4,Inasistencia Grave,1441,0.7358312897053952
BBIO,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,987,0.8780645146601518
BBIO,Particular Subvencionado,Urbano,5,Asistencia esperada,17953,0.9492739301005158
BBIO,Particular Subvencionado,Urbano,5,Inasistencia Crítica,733,0.27689733558403357
BBIO,Particular Subvencionado,Urbano,5,Inasistencia Grave,6390,0.7698854803627841
BBIO,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,6041,0.8766587647391594
BBIO,Particular Subvencionado,Urbano,6,Asistencia esperada,1666,0.9594640373237969
BBIO,Particular Subvencionado,Urbano,6,Inasistencia Crítica,595,0.2216328876896376
BBIO,Particular Subvencionado,Urbano,6,Inasistencia Grave,799,0.722768291092704
BBIO,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,348,0.8764662469681715
BBIO,Particular Subvencionado,Urbano,7,Asistencia esperada,4155,0.9548943634404349
BBIO,Particular Subvencionado,Urbano,7,Inasistencia Crítica,229,0.2627950693654194
BBIO,Particular Subvencionado,Urbano,7,Inasistencia Grave,1411,0.7593509727030813
BBIO,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,1167,0.8766665553430116
BBIO,Particular Subvencionado,Urbano,8,Asistencia esperada,25,0.9538762968931828
BBIO,Particular Subvencionado,Urbano,8,Inasistencia Crítica,22,0.2924635948263767
BBIO,Particular Subvencionado,Urbano,8,Inasistencia Grave,9,0.6757652060622237
BBIO,Particular Subvencionado,Urbano,8,Inasistencia Reiterada,1,0.8831168831168831
BBIO,SLEP,Rural,1,Asistencia esperada,30,0.9395697133775118
BBIO,SLEP,Rural,1,Inasistencia Crítica,12,0.32586968528797017
BBIO,SLEP,Rural,1,Inasistencia Grave,80,0.7290767258373921
BBIO,SLEP,Rural,1,Inasistencia Reiterada,20,0.8742693653357593
BBIO,SLEP,Rural,2,Asistencia esperada,603,0.9422763673825071
BBIO,SLEP,Rural,2,Inasistencia Crítica,22,0.21506939539749012
BBIO,SLEP,Rural,2,Inasistencia Grave,260,0.7746478495069297
BBIO,SLEP,Rural,2,Inasistencia Reiterada,247,0.8777196038657376
BBIO,SLEP,Rural,5,Asistencia esperada,49,0.9397693676626768
BBIO,SLEP,Rural,5,Inasistencia Crítica,5,0.23005965371744508
BBIO,SLEP,Rural,5,Inasistencia Grave,18,0.7952016607015577
BBIO,SLEP,Rural,5,Inasistencia Reiterada,35,0.8793485069099238
BBIO,SLEP,Urbano,1,Asistencia esperada,295,0.9429323491461332
BBIO,SLEP,Urbano,1,Inasistencia Crítica,85,0.3059233855787919
BBIO,SLEP,Urbano,1,Inasistencia Grave,569,0.7298150322107163
BBIO,SLEP,Urbano,1,Inasistencia Reiterada,183,0.8758430271761224
BBIO,SLEP,Urbano,2,Asistencia esperada,2826,0.9413326765542154
BBIO,SLEP,Urbano,2,Inasistencia Crítica,274,0.26428671171808715
BBIO,SLEP,Urbano,2,Inasistencia Grave,2928,0.7582960002469958
BBIO,SLEP,Urbano,2,Inasistencia Reiterada,1589,0.8758914624437775
BBIO,SLEP,Urbano,3,Asistencia esperada,2,0.9119885566231243
BBIO,SLEP,Urbano,3,Inasistencia Crítica,17,0.13177452347963098
BBIO,SLEP,Urbano,3,Inasistencia Grave,13,0.7351246224102467
BBIO,SLEP,Urbano,3,Inasistencia Reiterada,2,0.8694267515923567
BBIO,SLEP,Urbano,4,Asistencia esperada,29,0.9337728336548875
BBIO,SLEP,Urbano,4,Inasistencia Crítica,67,0.23359089989279028
BBIO,SLEP,Urbano,4,Inasistencia Grave,117,0.6930094663990812
BBIO,SLEP,Urbano,4,Inasistencia Reiterada,28,0.8718477635333969
BBIO,SLEP,Urbano,5,Asistencia esperada,1828,0.9450947422404811
BBIO,SLEP,Urbano,5,Inasistencia Crítica,380,0.2681439924957293
BBIO,SLEP,Urbano,5,Inasistencia Grave,1794,0.7515924515629828
BBIO,SLEP,Urbano,5,Inasistencia Reiterada,1014,0.8754198861015605
BBIO,SLEP,Urbano,6,Asistencia esperada,33,0.965738116166716
BBIO,SLEP,Urbano,6,Inasistencia Crítica,88,0.1551476355974441
BBIO,SLEP,Urbano,6,Inasistencia Grave,66,0.6957351190637359
BBIO,SLEP,Urbano,6,Inasistencia Reiterada,10,0.8723945542218271
BBIO,SLEP,Urbano,7,Asistencia esperada,201,0.9474811694786378
BBIO,SLEP,Urbano,7,Inasistencia Crítica,10,0.3083153107653793
BBIO,SLEP,Urbano,7,Inasistencia Grave,102,0.7493156739316756
BBIO,SLEP,Urbano,7,Inasistencia Reiterada,67,0.8782822873242243
COQ,Corporación Admin Delegada,Urbano,7,Asistencia esperada,289,0.9443422133333883
COQ,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,18,0.24457191114343135
COQ,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,125,0.7739265031688906
COQ,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,86,0.8763697903714734
COQ,Municipal,Rural,1,Asistencia esperada,369,0.9481977774877552
COQ,Municipal,Rural,1,Inasistencia Crítica,47,0.27198866870042504
COQ,Municipal,Rural,1,Inasistencia Grave,591,0.7355279037561407
COQ,Municipal,Rural,1,Inasistencia Reiterada,194,0.8750418965073457
COQ,Municipal,Rural,2,Asistencia esperada,4647,0.9506181180325401
COQ,Municipal,Rural,2,Inasistencia Crítica,108,0.27341113220664526
COQ,Municipal,Rural,2,Inasistencia Grave,2171,0.7676035502393072
COQ,Municipal,Rural,2,Inasistencia Reiterada,1510,0.8764361432006865
COQ,Municipal,Rural,4,Asistencia esperada,45,0.9609941279016424
COQ,Municipal,Rural,4,Inasistencia Crítica,8,0.24581379652905455
COQ,Municipal,Rural,4,Inasistencia Grave,36,0.7384864711223265
COQ,Municipal,Rural,4,Inasistencia Reiterada,28,0.8698990993755757
COQ,Municipal,Rural,5,Asistencia esperada,76,0.9494184900240291
COQ,Municipal,Rural,5,Inasistencia Crítica,2,0.17543859649122806
COQ,Municipal,Rural,5,Inasistencia Grave,14,0.7413324979114453
COQ,Municipal,Rural,5,Inasistencia Reiterada,11,0.8742552695434201
COQ,Municipal,Rural,7,Asistencia esperada,23,0.9493837510871524
COQ,Municipal,Rural,7,Inasistencia Crítica,1,0.0446927374301676
COQ,Municipal,Rural,7,Inasistencia Grave,6,0.824022346368715
COQ,Municipal,Rural,7,Inasistencia Reiterada,10,0.8818561903045593
COQ,Municipal,Urbano,1,Asistencia esperada,506,0.94152742314157
COQ,Municipal,Urbano,1,Inasistencia Crítica,188,0.31334559851749677
COQ,Municipal,Urbano,1,Inasistencia Grave,1634,0.7255698463476025
COQ,Municipal,Urbano,1,Inasistencia Reiterada,387,0.8749597360609838
COQ,Municipal,Urbano,2,Asistencia esperada,6619,0.9408119147139475
COQ,Municipal,Urbano,2,Inasistencia Crítica,820,0.29374984290879647
COQ,Municipal,Urbano,2,Inasistencia Grave,10419,0.748912086943172
COQ,Municipal,Urbano,2,Inasistencia Reiterada,3799,0.8755755456323379
COQ,Municipal,Urbano,3,Asistencia esperada,22,0.9680590451400811
COQ,Municipal,Urbano,3,Inasistencia Crítica,33,0.25806545342354353
COQ,Municipal,Urbano,3,Inasistencia Grave,56,0.7177328828948102
COQ,Municipal,Urbano,3,Inasistencia Reiterada,7,0.8643619978928864
